Idade;Classe de Trabalho;Peso Final;Educacao;Id-Educacao;Estado Civil;Ocupacao;Relacao;Raca;Sexo;Ganho de Capital;Perda de Capital;Horas-Por-Semana;Nacionalidade;Ganho Anual
40; Governo-federal;56795; Mestrado;14; Nunca-casou; Executivo-gerencial; Nao-membro-da-familia; Branco; Feminino;14084;0;55;Brasil; >25K
35; Privado;138992; Mestrado;14; Conjuge-civ-casado; Profissional-especializado; Membro-da-familia; Branco; Masculino;7298;0;40;Brasil; >25K
24; Trabalhador-nao-autonomo;32921; Formado-EM;9; Nunca-casou; Vendas; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
26; Privado;397317; Mestrado;14; Nunca-casou; Profissional-especializado; Nao-membro-da-familia; Branco; Feminino;0;1876;40;Brasil; <=25K
19; ?;170653; Formado-EM;9; Nunca-casou; ?; Filho-proprio; Branco; Masculino;0;0;40;Brasil; <=25K
51; Privado;259323; Bacharelado;13; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;0;0;50;Brasil; >25K
42; Governo-municipal;254817; Faculdade;10; Nunca-casou; Profissional-especializado; Nao-membro-da-familia; Branco; Feminino;0;1340;40;Brasil; <=25K
37; Chefe-de-estado;48211; Formado-EM;9; Divorciado; Assistente-administrativo; Nao-casado; Branco; Feminino;0;0;35;Brasil; <=25K
18; Privado;140164; 2-colegial;7; Nunca-casou; Vendas; Filho-proprio; Branco; Feminino;0;0;40;Brasil; <=25K
36; Privado;128757; Bacharelado;13; Conjuge-civ-casado; Outros-servicos; Marido; Negro; Masculino;7298;0;36;Brasil; >25K
35; Privado;36270; Formado-EM;9; Divorciado; Reparo-artesanal; Nao-membro-da-familia; Branco; Masculino;0;0;60;Brasil; <=25K
58; Trabalhador-autonomo;210563; Formado-EM;9; Conjuge-civ-casado; Vendas; Esposa; Branco; Feminino;15024;0;35;Brasil; >25K
17; Privado;65368; 2-colegial;7; Nunca-casou; Vendas; Filho-proprio; Branco; Feminino;0;0;12;Brasil; <=25K
44; Governo-municipal;160943; Formado-EM;9; Conjuge-civ-casado; Movimentacao-de-transporte; Marido; Negro; Masculino;0;0;40;Brasil; <=25K
37; Privado;208358; Formado-EM;9; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;40;Brasil; >25K
35; Privado;153790; Faculdade;10; Nunca-casou; Vendas; Nao-membro-da-familia; Nordicos; Feminino;0;0;40;Brasil; <=25K
60; Privado;85815; Formado-EM;9; Conjuge-civ-casado; Reparo-artesanal; Marido; Asiatico; Masculino;0;0;40;Brasil; <=25K
54; Trabalhador-autonomo;125417; 7ou8-ano;4; Conjuge-civ-casado; Operador-maquina; Marido; Branco; Masculino;0;0;40;Brasil; >25K
37; Privado;635913; Bacharelado;13; Nunca-casou; Executivo-gerencial; Nao-membro-da-familia; Negro; Masculino;0;0;60;Brasil; >25K
50; Privado;313321; Associacao-academica;12; Divorciado; Vendas; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
38; Privado;182609; Bacharelado;13; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;0;0;50;Brasil; <=25K
45; Privado;109434; Bacharelado;13; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;0;0;55;Brasil; <=25K
25; Privado;255004; 1-colegial;6; Nunca-casou; Reparo-artesanal; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
31; Privado;197860; Faculdade;10; Conjuge-civ-casado; Limpeza; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
64; ?;187656; 1ou4-ano;2; Divorciado; ?; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
90; Privado;51744; Formado-EM;9; Nunca-casou; Outros-servicos; Nao-membro-da-familia; Negro; Masculino;0;2206;40;Brasil; <=25K
54; Privado;176681; Formado-EM;9; Conjuge-civ-casado; Assistente-administrativo; Marido; Negro; Masculino;0;0;20;Brasil; <=25K
53; Governo-municipal;140359; Pre-escola;1; Nunca-casou; Operador-maquina; Nao-membro-da-familia; Branco; Feminino;0;0;35;Brasil; <=25K
18; Privado;243313; Formado-EM;9; Nunca-casou; Vendas; Filho-proprio; Branco; Feminino;0;0;40;Brasil; <=25K
60; ?;24215; 1-colegial;6; Divorciado; ?; Nao-membro-da-familia; Nordicos; Feminino;0;0;10;Brasil; <=25K
66; Trabalhador-nao-autonomo;167687; Formado-EM;9; Conjuge-civ-casado; Fazenda-pesca; Marido; Branco; Masculino;1409;0;50;Brasil; <=25K
75; Privado;314209; Curso-profissionalizante;11; Viuvo; Assistente-administrativo; Nao-membro-da-familia; Branco; Feminino;0;0;20;Brasil; <=25K
65; Privado;176796; Formado-EM;9; Divorciado; Assistente-administrativo; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
35; Privado;538583; 2-colegial;7; Separado; Movimentacao-de-transporte; Nao-membro-da-familia; Negro; Masculino;3674;0;40;Brasil; <=25K
41; Privado;130408; Formado-EM;9; Divorciado; Vendas; Nao-casado; Negro; Feminino;0;0;38;Brasil; <=25K
25; Privado;159732; Faculdade;10; Nunca-casou; Assistente-administrativo; Nao-membro-da-familia; Branco; Masculino;0;0;42;Brasil; <=25K
33; Privado;110978; Faculdade;10; Divorciado; Reparo-artesanal; Membro-da-familia; Outros; Feminino;0;0;40;Brasil; <=25K
28; Privado;76714; Pos-graduado;15; Nunca-casou; Profissional-especializado; Nao-membro-da-familia; Branco; Masculino;0;0;55;Brasil; >25K
59; Chefe-de-estado;268700; Formado-EM;9; Conjuge-civ-casado; Outros-servicos; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
40; Chefe-de-estado;170525; Faculdade;10; Nunca-casou; Assistente-administrativo; Nao-membro-da-familia; Branco; Feminino;0;0;38;Brasil; <=25K
41; Privado;180138; Bacharelado;13; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;0;0;50;Brasil; >25K
38; Governo-municipal;115076; Mestrado;14; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;0;0;70;Brasil; >25K
23; Privado;115458; Formado-EM;9; Nunca-casou; Movimentacao-de-transporte; Filho-proprio; Branco; Masculino;0;0;40;Brasil; <=25K
40; Privado;347890; Bacharelado;13; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;0;0;40;Brasil; >25K
41; Trabalhador-nao-autonomo;196001; Formado-EM;9; Conjuge-civ-casado; Outros-servicos; Esposa; Branco; Feminino;0;0;20;Brasil; <=25K
24; Chefe-de-estado;273905; Associacao-academica;12; Conjuge-civ-casado; Seguranca; Marido; Branco; Masculino;0;0;50;Brasil; <=25K
20; ?;119156; Faculdade;10; Nunca-casou; ?; Filho-proprio; Branco; Masculino;0;0;20;Brasil; <=25K
38; Privado;179488; Faculdade;10; Divorciado; Reparo-artesanal; Nao-membro-da-familia; Branco; Masculino;0;1741;40;Brasil; <=25K
56; Privado;203580; Formado-EM;9; Conjuge-civ-casado; Assistente-administrativo; Marido; Branco; Masculino;0;0;35;Brasil; <=25K
58; Privado;236596; Formado-EM;9; Conjuge-civ-casado; Assistente-administrativo; Marido; Branco; Masculino;0;0;45;Brasil; >25K
32; Privado;183916; Formado-EM;9; Nunca-casou; Outros-servicos; Nao-membro-da-familia; Branco; Feminino;0;0;34;Brasil; <=25K
40; Privado;207578; Associacao-academica;12; Conjuge-civ-casado; Suporte-Tecnico; Marido; Branco; Masculino;0;1977;60;Brasil; >25K
45; Privado;153141; Formado-EM;9; Conjuge-civ-casado; Assistente-administrativo; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
41; Privado;112763; Pos-graduado;15; Conjuge-civ-casado; Profissional-especializado; Esposa; Branco; Feminino;0;0;40;Brasil; >25K
42; Privado;390781; Bacharelado;13; Conjuge-civ-casado; Assistente-administrativo; Esposa; Negro; Feminino;0;0;40;Brasil; <=25K
59; Governo-municipal;171328; 1-colegial;6; Viuvo; Outros-servicos; Nao-casado; Negro; Feminino;0;0;30;Brasil; <=25K
19; Governo-municipal;27382; Faculdade;10; Nunca-casou; Assistente-administrativo; Filho-proprio; Branco; Masculino;0;0;40;Brasil; <=25K
58; Privado;259014; Faculdade;10; Nunca-casou; Movimentacao-de-transporte; Nao-membro-da-familia; Branco; Masculino;0;0;20;Brasil; <=25K
42; Trabalhador-nao-autonomo;303044; Formado-EM;9; Conjuge-civ-casado; Fazenda-pesca; Marido; Asiatico; Masculino;0;0;40;Brasil; >25K
20; Privado;117789; Formado-EM;9; Nunca-casou; Outros-servicos; Filho-proprio; Branco; Feminino;0;0;40;Brasil; <=25K
32; Privado;172579; Formado-EM;9; Separado; Outros-servicos; Nao-membro-da-familia; Branco; Feminino;0;0;30;Brasil; <=25K
45; Privado;187666; Curso-profissionalizante;11; Viuvo; Executivo-gerencial; Nao-membro-da-familia; Branco; Feminino;0;0;45;Brasil; <=25K
50; Privado;204518; 7ou8-ano;4; Divorciado; Reparo-artesanal; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
36; Privado;150042; Bacharelado;13; Divorciado; Profissional-especializado; Filho-proprio; Branco; Feminino;0;0;40;Brasil; <=25K
45; Privado;98092; Formado-EM;9; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;0;0;60;Brasil; <=25K
17; Privado;245918; 2-colegial;7; Nunca-casou; Outros-servicos; Filho-proprio; Branco; Masculino;0;0;12;Brasil; <=25K
59; Privado;146013; Faculdade;10; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;4064;0;40;Brasil; <=25K
26; Privado;378322; 2-colegial;7; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
37; Trabalhador-autonomo;257295; Faculdade;10; Conjuge-civ-casado; Executivo-gerencial; Marido; Asiatico; Masculino;0;0;75;Brasil; >25K
19; ?;218956; Faculdade;10; Nunca-casou; ?; Filho-proprio; Branco; Masculino;0;0;24;Brasil; <=25K
64; Privado;21174; Formado-EM;9; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;0;0;40;Brasil; >25K
33; Privado;185480; Bacharelado;13; Nunca-casou; Profissional-especializado; Nao-membro-da-familia; Branco; Feminino;0;0;45;Brasil; <=25K
33; Privado;222205; Formado-EM;9; Conjuge-civ-casado; Reparo-artesanal; Esposa; Branco; Feminino;0;0;40;Brasil; >25K
61; Privado;69867; Formado-EM;9; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;0;0;40;Brasil; >25K
17; Privado;191260; 9-ano;5; Nunca-casou; Outros-servicos; Filho-proprio; Branco; Masculino;1055;0;24;Brasil; <=25K
50; Trabalhador-nao-autonomo;30653; Mestrado;14; Conjuge-civ-casado; Fazenda-pesca; Marido; Branco; Masculino;2407;0;98;Brasil; <=25K
27; Governo-municipal;209109; Mestrado;14; Nunca-casou; Profissional-especializado; Filho-proprio; Branco; Masculino;0;0;35;Brasil; <=25K
30; Privado;70377; Formado-EM;9; Divorciado; Profissional-especializado; Filho-proprio; Branco; Feminino;0;0;40;Brasil; <=25K
43; Privado;477983; Formado-EM;9; Conjuge-civ-casado; Limpeza; Marido; Negro; Masculino;0;0;40;Brasil; <=25K
44; Privado;170924; Faculdade;10; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;7298;0;40;Brasil; >25K
35; Privado;190174; Faculdade;10; Nunca-casou; Executivo-gerencial; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
25; Privado;193787; Faculdade;10; Nunca-casou; Suporte-Tecnico; Filho-proprio; Branco; Feminino;0;0;40;Brasil; <=25K
24; Privado;279472; Faculdade;10; Conjuge-civ-casado; Operador-maquina; Esposa; Branco; Feminino;7298;0;48;Brasil; >25K
22; Privado;34918; Bacharelado;13; Nunca-casou; Profissional-especializado; Nao-membro-da-familia; Branco; Feminino;0;0;15;Brasil; <=25K
42; Governo-municipal;97688; Faculdade;10; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;5178;0;40;Brasil; >25K
34; Privado;175413; Associacao-academica;12; Divorciado; Vendas; Nao-casado; Negro; Feminino;0;0;45;Brasil; <=25K
60; Privado;173960; Bacharelado;13; Divorciado; Profissional-especializado; Nao-membro-da-familia; Branco; Feminino;0;0;42;Brasil; <=25K
21; Privado;205759; Formado-EM;9; Nunca-casou; Limpeza; Filho-proprio; Branco; Masculino;0;0;40;Brasil; <=25K
57; Governo-federal;425161; Mestrado;14; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;15024;0;40;Brasil; >25K
41; Privado;220531; Pos-graduado;15; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;0;0;60;Brasil; >25K
50; Privado;176609; Faculdade;10; Divorciado; Outros-servicos; Nao-membro-da-familia; Branco; Masculino;0;0;45;Brasil; <=25K
25; Privado;371987; Bacharelado;13; Nunca-casou; Executivo-gerencial; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
50; Privado;193884; 7ou8-ano;4; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
36; Privado;200352; Bacharelado;13; Conjuge-civ-casado; Profissional-especializado; Marido; Branco; Masculino;0;0;45;Brasil; <=25K
31; Privado;127595; Formado-EM;9; Divorciado; Profissional-especializado; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
29; Governo-municipal;220419; Bacharelado;13; Nunca-casou; Seguranca; Nao-membro-da-familia; Branco; Masculino;0;0;56;Brasil; <=25K
21; Privado;231931; Faculdade;10; Nunca-casou; Vendas; Filho-proprio; Branco; Masculino;0;0;45;Brasil; <=25K
27; Privado;248402; Bacharelado;13; Nunca-casou; Suporte-Tecnico; Nao-casado; Negro; Feminino;0;0;40;Brasil; <=25K
65; Privado;111095; Formado-EM;9; Conjuge-civ-casado; Movimentacao-de-transporte; Marido; Branco; Masculino;0;0;16;Brasil; <=25K
37; Trabalhador-autonomo;57424; Bacharelado;13; Divorciado; Vendas; Nao-membro-da-familia; Branco; Feminino;0;0;60;Brasil; <=25K
39; ?;157443; Mestrado;14; Conjuge-civ-casado; ?; Esposa; Asiatico; Feminino;3464;0;40;Brasil; <=25K
24; Privado;278130; Formado-EM;9; Nunca-casou; Reparo-artesanal; Filho-proprio; Branco; Masculino;0;0;40;Brasil; <=25K
38; Privado;169469; Formado-EM;9; Divorciado; Vendas; Nao-membro-da-familia; Branco; Masculino;0;0;80;Brasil; <=25K
48; Privado;146268; Bacharelado;13; Conjuge-civ-casado; Assistente-administrativo; Marido; Branco; Masculino;7688;0;40;Brasil; >25K
21; Privado;153718; Faculdade;10; Nunca-casou; Outros-servicos; Nao-membro-da-familia; Asiatico; Feminino;0;0;25;Brasil; <=25K
31; Privado;217460; Formado-EM;9; Conjuge-civ-casado; Movimentacao-de-transporte; Marido; Branco; Masculino;0;0;45;Brasil; >25K
55; Privado;238638; Formado-EM;9; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;4386;0;40;Brasil; >25K
24; Privado;303296; Faculdade;10; Conjuge-civ-casado; Assistente-administrativo; Esposa; Asiatico; Feminino;0;0;40;Brasil; <=25K
43; Privado;173321; Formado-EM;9; Divorciado; Assistente-administrativo; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
26; Privado;193945; Associacao-academica;12; Nunca-casou; Suporte-Tecnico; Nao-membro-da-familia; Branco; Masculino;0;0;45;Brasil; <=25K
46; Privado;83082; Associacao-academica;12; Nunca-casou; Profissional-especializado; Nao-membro-da-familia; Branco; Feminino;0;0;33;Brasil; <=25K
35; Privado;193815; Associacao-academica;12; Conjuge-civ-casado; Assistente-administrativo; Marido; Branco; Masculino;0;0;40;Brasil; >25K
41; Trabalhador-autonomo;34987; Faculdade;10; Conjuge-civ-casado; Fazenda-pesca; Marido; Branco; Masculino;0;0;54;Brasil; >25K
26; Privado;59306; Bacharelado;13; Nunca-casou; Vendas; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
34; Privado;142897; Mestrado;14; Conjuge-civ-casado; Executivo-gerencial; Marido; Asiatico; Masculino;7298;0;35;Brasil; >25K
19; ?;860348; Faculdade;10; Nunca-casou; ?; Filho-proprio; Negro; Feminino;0;0;25;Brasil; <=25K
36; Trabalhador-nao-autonomo;205607; Bacharelado;13; Divorciado; Profissional-especializado; Nao-membro-da-familia; Negro; Feminino;0;0;40;Brasil; >25K
22; Privado;199698; Faculdade;10; Nunca-casou; Vendas; Filho-proprio; Branco; Masculino;0;0;15;Brasil; <=25K
24; Privado;191954; Faculdade;10; Nunca-casou; Operador-maquina; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
77; Trabalhador-nao-autonomo;138714; Faculdade;10; Conjuge-civ-casado; Vendas; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
22; Privado;399087; 5ou6-ano;3; Conjuge-civ-casado; Operador-maquina; Membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
29; Privado;423158; Faculdade;10; Nunca-casou; Suporte-Tecnico; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
62; Privado;159841; Formado-EM;9; Viuvo; Outros-servicos; Nao-membro-da-familia; Branco; Feminino;0;0;24;Brasil; <=25K
39; Trabalhador-nao-autonomo;174308; Formado-EM;9; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
43; Privado;50356; Faculdade;10; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;1485;50;Brasil; <=25K
35; Privado;186110; Formado-EM;9; Divorciado; Movimentacao-de-transporte; Nao-membro-da-familia; Branco; Masculino;0;0;45;Brasil; <=25K
29; Privado;200381; 2-colegial;7; Nunca-casou; Executivo-gerencial; Nao-membro-da-familia; Branco; Feminino;0;0;40;Brasil; <=25K
76; Trabalhador-nao-autonomo;174309; Mestrado;14; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;10;Brasil; <=25K
63; Trabalhador-nao-autonomo;78383; Formado-EM;9; Conjuge-civ-casado; Fazenda-pesca; Marido; Branco; Masculino;0;0;45;Brasil; <=25K
23; ?;211601; Curso-profissionalizante;11; Nunca-casou; ?; Filho-proprio; Negro; Feminino;0;0;15;Brasil; <=25K
43; Privado;187728; Faculdade;10; Conjuge-civ-casado; Profissional-especializado; Esposa; Branco; Feminino;0;1887;50;Brasil; >25K
58; Trabalhador-nao-autonomo;321171; Formado-EM;9; Conjuge-civ-casado; Limpeza; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
66; Privado;127921; Formado-EM;9; Nunca-casou; Movimentacao-de-transporte; Nao-membro-da-familia; Branco; Masculino;2050;0;55;Brasil; <=25K
41; Privado;206565; Faculdade;10; Nunca-casou; Reparo-artesanal; Nao-membro-da-familia; Negro; Masculino;0;0;45;Brasil; <=25K
26; Privado;224563; Bacharelado;13; Nunca-casou; Assistente-administrativo; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
47; Privado;178686; Curso-profissionalizante;11; Nunca-casou; Outros-servicos; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
55; Governo-municipal;98545; 1-colegial;6; Conjuge-civ-casado; Assistente-administrativo; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
53; Privado;242606; Formado-EM;9; Conjuge-civ-casado; Movimentacao-de-transporte; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
17; Privado;270942; 5ou6-ano;3; Nunca-casou; Outros-servicos; Membro-da-familia; Branco; Masculino;0;0;48;Brasil; <=25K
30; Privado;94235; Formado-EM;9; Nunca-casou; Reparo-artesanal; Membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
49; Privado;71195; Mestrado;14; Nunca-casou; Profissional-especializado; Nao-membro-da-familia; Branco; Masculino;0;0;60;Brasil; <=25K
19; Privado;104112; Formado-EM;9; Nunca-casou; Vendas; Nao-casado; Negro; Masculino;0;0;30;Brasil; <=25K
45; Privado;261192; Formado-EM;9; Conjuge-civ-casado; Outros-servicos; Marido; Negro; Masculino;0;0;40;Brasil; <=25K
26; Privado;94936; Associacao-academica;12; Nunca-casou; Vendas; Nao-membro-da-familia; Branco; Masculino;0;0;40;Brasil; <=25K
38; Privado;296478; Curso-profissionalizante;11; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;7298;0;40;Brasil; >25K
36; Chefe-de-estado;119272; Formado-EM;9; Conjuge-civ-casado; Seguranca; Marido; Branco; Masculino;7298;0;40;Brasil; >25K
33; Privado;85043; Formado-EM;9; Nunca-casou; Fazenda-pesca; Nao-membro-da-familia; Branco; Masculino;0;0;20;Brasil; <=25K
22; Chefe-de-estado;293364; Faculdade;10; Nunca-casou; Seguranca; Filho-proprio; Negro; Feminino;0;0;40;Brasil; <=25K
43; Trabalhador-nao-autonomo;241895; Bacharelado;13; Nunca-casou; Vendas; Nao-membro-da-familia; Branco; Masculino;0;0;42;Brasil; <=25K
67; ?;36135; 2-colegial;7; Conjuge-civ-casado; ?; Marido; Branco; Masculino;0;0;8;Brasil; <=25K
30; ?;151989; Curso-profissionalizante;11; Divorciado; ?; Nao-casado; Branco; Feminino;0;0;40;Brasil; <=25K
56; Privado;101128; Associacao-academica;12; Casado-conjuge-ausente; Outros-servicos; Nao-membro-da-familia; Branco; Masculino;0;0;25;Brasil; <=25K
31; Privado;156464; Bacharelado;13; Nunca-casou; Profissional-especializado; Filho-proprio; Branco; Masculino;0;0;25;Brasil; <=25K
33; Privado;117963; Bacharelado;13; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;0;0;40;Brasil; >25K
26; Privado;192262; Formado-EM;9; Conjuge-civ-casado; Outros-servicos; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
33; Privado;111363; Bacharelado;13; Conjuge-civ-casado; Executivo-gerencial; Marido; Branco; Masculino;0;0;40;Brasil; >25K
46; Governo-municipal;329752; 2-colegial;7; Conjuge-civ-casado; Movimentacao-de-transporte; Marido; Branco; Masculino;0;0;30;Brasil; <=25K
59; ?;372020; Bacharelado;13; Conjuge-civ-casado; ?; Marido; Branco; Masculino;0;0;40;Brasil; >25K
38; Governo-federal;95432; Formado-EM;9; Conjuge-civ-casado; Assistente-administrativo; Marido; Branco; Masculino;0;0;40;Brasil; >25K
65; Privado;161400; 2-colegial;7; Viuvo; Outros-servicos; Nao-casado; Outros; Masculino;0;0;40;Brasil; <=25K
40; Privado;96129; Curso-profissionalizante;11; Conjuge-civ-casado; Suporte-Tecnico; Marido; Branco; Masculino;0;0;40;Brasil; >25K
42; Privado;111949; Formado-EM;9; Conjuge-civ-casado; Assistente-administrativo; Esposa; Branco; Feminino;0;0;35;Brasil; <=25K
26; Trabalhador-nao-autonomo;117125; 9-ano;5; Conjuge-civ-casado; Reparo-artesanal; Marido; Branco; Masculino;0;0;40;Brasil; <=25K
